Crop Name,Year,Season,State,Area (Ha),Production (Tonnes),Inflation Rate (%),Production Cost (Per Tonne),Market Price (per Tonne),Supply (Tonnes),Demand (Tonnes),Import Volume (tonnes),Export Volume (tonnes),Interest Rate (%),Yield,Profit Margin (%),Category
Peas & beans (Pulses),2018,Rabi       ,West Bengal,118310.79,390553.5541,8.3032,42230.0752,72234.5129,73966.9038,22502.4771,42788.9892,129280.7658,10.9319,3.298,51.0414,retail
Potato,2018,Rabi       ,West Bengal,74947.67,300900.9355,7.6436,28226.7672,44704.4288,74593.9603,69838.6226,10353.1107,17620.9715,10.3208,4.0158,55.1251,direct
Potato,2018,Summer     ,West Bengal,165546.16,313548.9789,8.2935,36655.0002,56218.9787,92801.5587,19032.3506,13098.1816,118865.4102,11.4945,1.8915,56.9196,wholesale
Ragi,2018,Autumn     ,West Bengal,60194.45,430056.0669,8.1577,30852.0237,43966.2006,12711.0546,12567.2812,38367.4576,19218.4354,14.9283,7.1489,61.2555,retail
Rapeseed &Mustard,2018,Rabi       ,West Bengal,167331.13,87815.5744,8.4196,54088.3931,75961.4275,74357.5228,19853.7272,75655.1791,92665.6326,9.0501,0.5238,69.0737,direct
Rice,2018,Autumn     ,West Bengal,64060.65,225852.2198,2.134,51458.0635,61179.7915,29133.7657,52759.1051,60618.2973,50777.463,12.3481,3.5211,81.5867,wholesale
Rice,2018,Summer     ,West Bengal,163093.01,250654.2274,6.9646,47381.2505,39151.5959,66696.0651,50482.9419,8401.9266,82025.7899,10.2529,1.5326,105.6524,retail
Rice,2018,Winter     ,West Bengal,104849.28,170657.5999,8.5748,21417.9201,76472.7048,73118.8231,59220.3236,59090.3242,55944.0613,10.4663,1.6296,27.1697,direct
Safflower,2018,Kharif     ,West Bengal,147899.94,399864.0797,7.566,33021.9428,50683.4312,39373.3379,34013.0791,39417.6281,71070.0376,11.1938,2.7063,56.8808,wholesale
Sannhamp,2018,Kharif     ,West Bengal,34667.82,280342.4742,7.2362,38148.1891,72300.9676,16909.4959,58659.877,54944.3696,55882.8349,13.9001,8.0898,46.0653,retail
Sesamum,2018,Autumn     ,West Bengal,62396.36,253577.3612,3.492,46491.9448,42073.7597,41292.7545,16046.7197,21979.0651,61209.9585,12.2705,4.0643,96.4665,direct
Sesamum,2018,Summer     ,West Bengal,120608.79,237766.8947,2.0952,27301.3775,62871.4036,19227.049,53747.2247,18738.5958,63518.7234,9.021,1.9691,42.1174,wholesale
Sesamum,2018,Winter     ,West Bengal,53594.35,11496.0229,4.9858,42023.4652,40828.2603,65461.8759,76108.3243,79547.7212,46014.6466,11.0774,0.2134,99.8421,retail
Small millets,2018,Autumn     ,West Bengal,73592.66,339890.8033,4.0643,38432.1178,34845.7368,16526.2198,59723.9864,27550.8033,84211.2872,10.864,4.6172,96.2822,direct
Small millets,2018,Rabi       ,West Bengal,133066.66,428485.4623,9.0307,29872.9639,68625.3369,31030.397,81894.6265,9418.1665,138548.9024,9.1374,3.2204,38.0046,wholesale
Soyabean,2018,Kharif     ,West Bengal,46283.48,267058.4697,2.8518,42329.4614,46110.9094,66984.1842,42702.9405,59691.7145,24852.1081,14.938,5.7715,80.1414,retail
Sugarcane,2018,Whole Year ,West Bengal,172694.81,292092.7147,6.2953,47072.1503,44966.484,45182.4836,64687.9711,6845.4743,75215.9049,9.2926,1.6878,91.3837,direct
Sunflower,2018,Kharif     ,West Bengal,65972.78,393330.6156,2.134,49548.861,68392.7309,65791.4237,36936.8919,34018.8894,75820.6417,13.2599,5.9655,63.244,wholesale
Tobacco,2018,Whole Year ,West Bengal,93314.66,291326.4341,2.3377,34505.9749,74674.965,44310.8319,54157.4474,16107.2089,80486.3902,11.64,3.1234,40.3423,retail
Urad,2018,Kharif     ,West Bengal,100400.05,218781.7249,7.5466,55125.8663,73167.7984,75248.6521,55010.1938,42239.4648,72102.0691,10.1656,2.1825,73.0798,direct
Urad,2018,Rabi       ,West Bengal,85865.52,355949.0078,0.1261,37528.6113,49396.5031,79868.1801,82734.792,51674.4026,90711.4609,13.6964,4.1419,66.3286,wholesale
Wheat,2018,Rabi       ,West Bengal,106617.48,268647.7856,5.9655,34300.3737,66069.6488,68995.4307,34707.0462,13680.492,96682.2183,11.0386,2.522,45.3184,retail
Bajra,2018,Kharif     ,Delhi,57511.65,18503.7976,2.1631,30273.1568,82677.2613,57266.0549,71205.4981,21384.4745,63319.2429,9.8455,0.3201,35.5214,direct
Barley,2018,Kharif     ,Delhi,93614.01,398870.2953,7.566,53946.8022,52244.0545,62731.3744,58817.8415,52257.4987,55341.216,14.2396,4.2583,90.1421,wholesale
Gram,2018,Rabi       ,Delhi,110835.97,393161.0208,5.4902,53968.0355,75343.9837,24225.3523,45842.2485,61715.0763,94533.8526,14.9477,3.5502,62.5359,retail
Jowar,2018,Kharif     ,Delhi,192380.34,416136.9646,6.6736,54036.4205,48823.1652,63206.7617,16412.1284,15784.131,54980.2014,10.67,2.1631,96.6217,direct
Maize,2018,Kharif     ,Delhi,80659.37,24131.8346,4.8306,38556.8889,92686.6913,37744.5139,26581.686,59180.3499,31843.2279,9.6515,0.3007,40.352,wholesale
Rice,2018,Kharif     ,Delhi,117254.96,170445.5676,4.5493,46440.6609,72670.7898,11949.8083,18582.6489,36656.8626,79939.8728,8.7203,1.455,61.9927,retail
Wheat,2018,Rabi       ,Delhi,81390.18,334018.4136,6.208,45201.0688,54940.1695,44413.0796,66001.9719,12013.7216,17404.3123,9.3702,4.1031,71.8285,direct
Bajra,2018,Kharif     ,Jammu and Kashmir,194462.2,469463.3936,8.8464,57577.1048,42760.6846,67479.9609,63021.7924,12084.7159,111416.9936,10.3014,2.4153,117.5446,wholesale
Bajra,2018,Rabi       ,Jammu and Kashmir,171361.57,437028.2135,7.8279,32712.6777,50594.3173,89987.6372,42856.7146,44862.8395,134918.7938,10.6506,2.5511,56.4443,retail
Barley,2018,Kharif     ,Jammu and Kashmir,142650.03,92624.233,3.2689,45097.4437,56639.8714,39656.1511,33844.0275,40345.4331,94012.206,11.8534,0.6499,77.2314,direct
Barley,2018,Rabi       ,Jammu and Kashmir,56101.88,376964.6398,2.4347,55399.1153,77296.293,47914.4013,38517.2838,53339.2427,119899.566,9.4381,6.7221,62.565,wholesale
Dry chillies,2018,Kharif     ,Jammu and Kashmir,12883.4,364539.3375,2.8906,22686.2921,77688.7841,83729.5755,70370.5124,15709.6544,124716.9449,12.9786,28.2949,25.4916,retail
Garlic,2018,Rabi       ,Jammu and Kashmir,31250.64,130544.4818,7.5078,33835.1423,70114.1317,66457.0086,19358.5422,41982.1723,81709.8609,11.446,4.1807,46.8122,direct
Ginger,2018,Kharif     ,Jammu and Kashmir,19468.92,344794.0563,6.8191,38441.3813,51071.0723,44451.1036,64359.8298,47881.4407,67210.2912,14.5015,17.7122,65.7078,wholesale
Horse-gram,2018,Kharif     ,Jammu and Kashmir,187401.33,388523.4605,7.0325,25592.3927,74598.4611,30055.3918,38487.6891,40478.4201,53633.0266,12.0862,2.0758,29.9536,retail
Horse-gram,2018,Rabi       ,Jammu and Kashmir,149620.96,175371.5671,9.6903,45812.0524,62781.8435,32500.5581,70279.9047,83071.1395,37059.0052,10.4275,1.1737,70.7809,direct
Linseed,2018,Rabi       ,Jammu and Kashmir,112398.82,284957.3462,0.5044,54148.5525,39523.5909,63651.4291,62801.195,50551.3754,33602.2647,12.7846,2.5317,119.601,wholesale
Maize,2018,Kharif     ,Jammu and Kashmir,28811.56,59142.0931,1.7169,39014.1857,83776.5526,31223.9508,32925.4763,44104.9785,73721.5617,10.9125,2.0564,45.1729,retail
Masoor,2018,Kharif     ,Jammu and Kashmir,31815.51,230319.4481,0.5723,40523.6512,66856.9881,46009.6317,47564.7163,53295.0495,88883.7966,11.8437,7.2362,58.7917,direct
Masoor,2018,Rabi       ,Jammu and Kashmir,55087.54,373606.364,3.9673,48636.6439,34509.0789,28001.7272,69832.6668,61428.1794,28216.2621,8.6815,6.7803,123.0348,wholesale
Moong(Green Gram),2018,Kharif     ,Jammu and Kashmir,17488.39,414282.5089,8.2547,47360.4634,70956.6058,61819.7393,23820.8817,41442.4934,124678.659,9.9037,23.6874,58.2679,retail
Moth,2018,Kharif     ,Jammu and Kashmir,106135.73,54691.0832,3.0264,30290.3937,76435.8448,47957.9349,54295.4008,62756.5071,18829.2423,13.0659,0.5141,38.4411,direct
Onion,2018,Kharif     ,Jammu and Kashmir,54341.97,412312.08,3.6569,54568.5916,32512.7607,16039.9006,14444.5901,52419.1201,91792.1961,13.3181,7.5854,146.5185,wholesale
Onion,2018,Rabi       ,Jammu and Kashmir,107280.76,21554.4961,6.7803,52247.983,38823.571,70705.5116,62532.3595,32216.3675,30243.921,10.3499,0.2037,130.5426,retail
Other  Rabi pulses,2018,Rabi       ,Jammu and Kashmir,114790.83,29335.5936,6.8773,35275.3304,85370.7767,71187.4755,50843.3939,29699.46,82936.1834,10.9222,0.2522,40.0804,direct
Other Cereals,2018,Kharif     ,Jammu and Kashmir,163019.44,235852.8228,6.8967,48472.9855,65302.7474,56154.4058,52524.918,29930.9893,53196.158,9.2926,1.4453,72.0031,wholesale
Other Cereals,2018,Rabi       ,Jammu and Kashmir,130534.52,431148.6846,3.2495,28142.3966,77988.0679,25255.2595,19405.5775,51922.7226,37660.1433,9.7097,3.3077,31.5056,retail
Other Kharif pulses,2018,Kharif     ,Jammu and Kashmir,177159.92,153649.746,5.4029,24807.6821,76866.8837,57666.8201,37255.6048,57775.2952,86582.3455,12.3481,0.8633,31.3019,direct
Peas & beans (Pulses),2018,Kharif     ,Jammu and Kashmir,98345.49,371285.5905,0.8439,25021.7029,71761.1723,35528.8884,83972.3277,31798.4721,61991.1286,9.2926,3.7733,30.4386,wholesale
Peas & beans (Pulses),2018,Rabi       ,Jammu and Kashmir,83380.49,415603.3482,7.2556,21769.3414,61761.5199,89329.7735,15924.7131,41160.592,64769.2668,14.3075,4.9858,30.7684,retail
Potato,2018,Kharif     ,Jammu and Kashmir,187830.6,40741.6975,5.8879,36240.7326,47187.4154,77523.9423,69618.5975,67001.4502,17887.091,11.5624,0.2134,74.496,direct
Potato,2018,Rabi       ,Jammu and Kashmir,78613.55,408173.8466,3.5696,21725.1191,42089.4446,68823.4012,15796.0717,17404.8652,107918.6789,13.1726,5.1895,45.0565,wholesale
Ragi,2018,Kharif     ,Jammu and Kashmir,155634.55,16820.8864,0.1552,32226.3779,70304.5136,33452.3415,46072.8369,57931.0093,46732.6697,7.954,0.1067,44.4648,retail
Ragi,2018,Rabi       ,Jammu and Kashmir,189028.81,205776.7894,3.6472,35601.6966,68763.7268,16710.4228,39768.3898,45076.4723,61490.5019,10.2141,1.0864,50.2169,direct
Rapeseed &Mustard,2018,Rabi       ,Jammu and Kashmir,196861.06,404800.9044,1.4841,48704.4275,36719.8059,69408.4567,19589.6059,34203.7229,99011.2853,11.6012,2.0564,115.7889,wholesale
Rice,2018,Kharif     ,Jammu and Kashmir,134434.22,87122.2475,9.4284,44252.8453,49346.2571,53652.3296,65555.2966,86533.991,88470.1401,11.2908,0.6499,86.9896,retail
Sesamum,2018,Kharif     ,Jammu and Kashmir,54694.5,71840.916,1.7848,30939.6632,90387.4227,30045.265,44961.0811,45672.7895,47177.8027,10.2626,1.3095,33.2031,direct
Small millets,2018,Kharif     ,Jammu and Kashmir,27749.75,88352.1881,6.3535,31858.0107,62614.5864,13916.6579,29144.8237,85390.9624,57573.1181,11.6012,3.1816,49.3536,wholesale
Small millets,2018,Rabi       ,Jammu and Kashmir,64700.4,340600.2128,3.8703,42096.6808,51446.8406,79867.8697,12383.0879,41793.0805,81554.3505,9.0016,5.2671,71.4308,retail
Turmeric,2018,Kharif     ,Jammu and Kashmir,173244.42,467271.1548,1.7169,37105.9144,76378.2365,25498.8847,58071.2034,27676.0303,117348.9219,12.7749,2.6966,42.4084,direct
Urad,2018,Kharif     ,Jammu and Kashmir,142026.6,69432.8522,0.5238,52729.1418,44451.7729,18574.2099,35235.4634,46117.8158,83808.6402,13.1629,0.485,115.0614,wholesale
Wheat,2018,Rabi       ,Jammu and Kashmir,171687.49,412029.0437,9.1568,48095.3742,67834.5832,67279.7626,51774.3611,27254.5362,92802.9749,12.7943,2.3959,61.8957,retail
other oilseeds,2018,Kharif     ,Jammu and Kashmir,116163.17,142406.6312,6.6736,50943.5852,64072.283,37759.5489,17843.6641,30294.6229,51976.3442,9.7388,1.2222,77.1247,direct
other oilseeds,2018,Rabi       ,Jammu and Kashmir,63960.67,423577.8055,4.8112,41669.8226,43105.151,81761.6298,80916.2166,60912.9639,15636.3806,10.2432,6.6251,84.39,wholesale
Barley,2018,Rabi       ,Sikkim,29725.87,369864.1428,4.3359,31389.7044,50054.231,54205.6855,34846.1345,23193.5051,95266.3772,14.3754,12.4451,54.7468,retail
Maize,2018,Kharif     ,Sikkim,40102.63,278210.5985,7.3623,57255.5498,57245.9371,40389.7912,67500.2048,26268.6864,48294.0884,11.3878,6.9355,87.3194,direct
Other Cereals,2018,Kharif     ,Sikkim,86956.78,10090.8906,5.8297,50159.4372,53924.7056,66719.1705,45953.6142,47426.7047,66052.2761,12.6003,0.1164,90.2294,wholesale
Other Kharif pulses,2018,Kharif     ,Sikkim,128876.28,388679.6984,0.2328,56802.4531,70066.6308,56574.0181,70928.6698,56504.7698,121370.9396,13.3763,3.0167,70.7712,retail
Rapeseed &Mustard,2018,Rabi       ,Sikkim,70693.52,357698.8878,0.9215,47835.938,36282.9761,67091.3886,17202.4456,40410.1806,116287.577,9.1277,5.0634,115.1002,direct
Rice,2018,Kharif     ,Sikkim,186666.37,474744.7914,2.7839,36908.2575,36860.6208,71181.219,77971.025,55485.0088,67333.2775,11.8728,2.5414,87.4164,wholesale
Small millets,2018,Kharif     ,Sikkim,118536.79,108449.492,5.6454,22468.7987,60454.9202,39721.3545,43101.9791,65065.3205,19239.0285,9.8552,0.9118,36.0549,retail
Soyabean,2018,Kharif     ,Sikkim,21019.08,248051.9405,1.3289,20250.9034,75989.1501,84507.0111,16313.0914,12545.4562,117519.7389,9.0501,11.8049,23.2606,direct
Urad,2018,Kharif     ,Sikkim,34431.04,329079.2803,1.3192,55401.5015,39237.3827,35250.5275,47667.7691,24626.2824,83192.8066,10.8737,9.5545,123.2676,wholesale
Wheat,2018,Rabi       ,Sikkim,111023.59,176548.9337,0.3589,53620.3778,48548.985,58995.7007,74318.9168,65159.4008,31808.0363,10.2529,1.5908,107.1365,retail
Groundnut,2018,Autumn     ,Odisha,193864.19,198586.8681,5.7812,22106.9402,55331.6421,63777.209,52136.336,81405.0481,17407.9789,9.5448,1.0282,38.7515,direct
Groundnut,2018,Summer     ,Odisha,88936.89,83341.5755,3.2786,31531.2371,87764.1741,72185.4018,76813.9411,69883.7276,81515.696,8.6718,0.9409,34.8521,wholesale
Groundnut,2018,Winter     ,Odisha,33538.9,14778.2604,7.7309,28897.1051,66936.7027,65307.772,48120.8173,75631.2201,47034.7859,9.4478,0.4365,41.8749,retail
Horse-gram,2018,Summer     ,Odisha,94045.4,341932.0713,2.7742,30083.1144,66965.7251,66186.1652,78742.854,47760.7727,47849.4986,10.2917,3.6375,39.2171,direct
Horse-gram,2018,Winter     ,Odisha,39888.8,180666.865,0.7954,33575.4151,48978.21,14410.2521,74612.4,78341.2061,10098.6312,10.1559,4.5299,66.4935,wholesale
Jute,2018,Autumn     ,Odisha,25522.12,469387.9664,3.0943,32248.2902,76610.4448,65855.1721,66044.1184,59884.1528,94718.2399,14.8798,18.3912,36.7436,retail
Maize,2018,Autumn     ,Odisha,197875.99,296385.5079,0.7178,44112.1274,77669.9273,13754.4642,38260.9807,13494.8728,109656.2011,10.2335,1.4938,49.5767,direct
Maize,2018,Summer     ,Odisha,184143.58,40275.9908,9.6321,21158.901,73448.8268,10405.1803,73673.3042,91847.8256,24757.0093,9.8843,0.2231,27.9457,wholesale
Maize,2018,Winter     ,Odisha,95773.61,441058.5053,4.947,21358.0032,35869.1644,79024.8039,28416.3149,47657.9818,97417.8178,9.1083,4.6075,51.9823,retail
Moong(Green Gram),2018,Autumn     ,Odisha,125920.07,410055.9085,5.9558,24734.6508,62141.3913,72081.2335,38857.6762,43493.9367,36781.4397,11.4945,3.2592,34.7454,direct
Moong(Green Gram),2018,Summer     ,Odisha,49016.29,85685.92,2.3377,52411.4959,42499.5606,40410.2291,20734.1186,68407.7465,73135.9339,7.8182,1.746,119.6204,wholesale
Moong(Green Gram),2018,Winter     ,Odisha,101949.28,159462.956,2.9003,56882.4587,53294.7682,56691.3008,40141.8592,69225.2043,68009.8331,9.1956,1.5617,103.5281,retail
Niger seed,2018,Winter     ,Odisha,106922.79,392853.8315,1.8624,39859.2206,78331.6807,62879.9687,81961.217,14111.5406,99596.7385,10.5148,3.6763,44.426,direct
Potato,2018,Winter     ,Odisha,20005.46,436703.9134,8.2256,56625.593,42027.0736,26726.8853,32046.278,6336.816,27471.0693,13.5024,21.825,117.6222,wholesale
Ragi,2018,Autumn     ,Odisha,102365.56,440630.6771,4.7045,41639.7526,67541.0806,86847.0391,55700.9599,46700.2135,64438.6326,13.871,4.3068,53.8253,retail
Ragi,2018,Summer     ,Odisha,103655.35,38761.9663,0.1843,20293.4088,83715.6657,55999.1573,25157.4544,83093.3331,44372.8537,8.7494,0.3783,23.5128,direct
Ragi,2018,Winter     ,Odisha,179029.93,484418.8827,6.5669,49262.6528,71631.4445,76907.9826,51267.9144,15973.1549,138542.3549,11.349,2.7063,60.043,wholesale
Rapeseed &Mustard,2018,Winter     ,Odisha,57809.82,56281.6213,1.5035,23897.017,53909.3796,34253.901,70291.3895,15558.5769,53346.4595,12.0862,0.97,43.0001,retail
Rice,2018,Autumn     ,Odisha,152278.43,137590.6491,7.9831,37419.9228,48206.5362,72929.2172,59212.5151,83438.624,77664.99,10.6603,0.9021,75.2914,direct
Rice,2018,Summer     ,Odisha,23658.47,163768.8636,6.7415,35030.4248,53065.3923,49700.7727,61636.0504,32799.4054,65118.4765,10.4954,6.9258,64.0297,wholesale
Rice,2018,Winter     ,Odisha,118256.15,171284.7049,1.5714,33442.3311,87182.6882,49769.7494,32654.5747,80724.6901,26852.1317,11.6788,1.4453,37.2092,retail
Sesamum,2018,Autumn     ,Odisha,182069.16,478398.7814,6.79,54315.7999,50968.4754,37142.9005,16561.3726,27193.2128,76210.9309,13.5606,2.6287,93.0327,direct
Sesamum,2018,Summer     ,Odisha,12130.65,250764.691,7.4108,24511.1725,69486.3865,39296.0095,78480.3914,52789.0878,22017.2152,14.7634,20.6707,30.7975,wholesale
Sesamum,2018,Winter     ,Odisha,193551.01,31629.6436,8.7009,39471.0945,80718.7343,47800.9501,34129.062,33496.5056,82130.2395,9.3217,0.1649,47.433,retail
Sugarcane,2018,Winter     ,Odisha,76736.63,354566.0982,3.298,39063.0834,32996.0244,78316.3256,34886.1955,38202.1987,97004.9567,13.386,4.6172,103.3535,direct
Urad,2018,Autumn     ,Odisha,139550.11,452387.4651,7.0713,21478.3608,58169.1249,80561.2742,16461.385,20444.5348,110634.4364,14.5985,3.2398,32.2331,wholesale
Urad,2018,Summer     ,Odisha,77777.57,58178.7376,2.6093,42311.4,54494.503,67959.0924,39958.8784,17534.5542,80295.1062,11.5236,0.7469,75.3108,retail
Urad,2018,Winter     ,Odisha,134493.54,385995.8539,8.7494,24109.6604,46657.194,17273.6242,54947.6773,42204.4381,68091.4489,11.1841,2.8712,45.1147,direct
Wheat,2018,Summer     ,Odisha,174673.03,355149.301,7.566,19634.6139,44722.2671,69546.2258,57009.1213,60882.0985,64119.9779,13.4927,2.037,38.3247,wholesale
Arecanut,2019,Kharif     ,Andhra Pradesh,10507.35,512043.273,3.1605,38928.6765,41937.6195,51044.2905,12349.89,38435.4705,41550.0435,12.5475,48.7305,87.717,retail
Arhar/Tur,2019,Kharif     ,Andhra Pradesh,18793.81,510673.1385,9.618,54466.3035,51521.253,78674.5575,66002.5275,63843.57,93947.364,12.558,27.174,99.897,direct
Arhar/Tur,2019,Rabi       ,Andhra Pradesh,64593.27,417456.2595,8.484,62354.187,83719.209,34601.826,62841.8805,29392.5975,36588.825,10.164,6.468,70.3815,wholesale
Bajra,2019,Kharif     ,Andhra Pradesh,92200.14,511808.766,3.423,28976.5245,45708.7575,55518.7605,56509.74,60325.7865,59470.9395,12.5055,5.5545,59.9025,retail
Bajra,2019,Rabi       ,Andhra Pradesh,16787.9,80603.103,9.1455,28109.4765,62515.4985,16172.7405,81375.5565,25504.6155,100487.9715,12.222,4.7985,47.208,direct
Banana,2019,Whole Year ,Andhra Pradesh,22230.19,167048.1015,8.9355,53949.903,55566.1785,11138.022,41041.329,76720.7175,41025.1275,9.5655,7.518,101.9445,wholesale
Black pepper,2019,Whole Year ,Andhra Pradesh,25271.63,118022.6985,4.9035,42847.896,60302.277,19243.1505,20057.7405,60181.905,67500.888,10.374,4.6725,74.613,retail
Cashewnut,2019,Kharif     ,Andhra Pradesh,192537.49,206164.3605,5.145,58269.309,88014.0135,72252.012,55119.372,10670.9085,89436.0075,12.3375,1.071,69.51,direct
Castor seed,2019,Kharif     ,Andhra Pradesh,80152.88,124510.9425,5.3025,35568.918,73946.355,77827.0605,52120.3935,102297.699,38873.457,11.8125,1.554,50.505,wholesale
Castor seed,2019,Rabi       ,Andhra Pradesh,181528.45,23441.8275,7.2135,25197.0075,65538.606,15606.402,19881.1305,91697.2245,93479.1375,13.9335,0.126,40.3725,retail
Coconut ,2019,Whole Year ,Andhra Pradesh,23265.91,89013.4245,2.856,38113.7505,89944.323,43438.6995,46249.644,96365.22,64669.857,12.684,3.822,44.4885,direct
Coriander,2019,Rabi       ,Andhra Pradesh,113469.74,100625.175,4.2,48386.9505,87366.846,19346.8065,49700.805,47742.7335,40206.705,10.1955,0.882,58.149,wholesale
Cotton(lint),2019,Kharif     ,Andhra Pradesh,58536.96,327611.697,3.297,45685.8045,69669.033,46596.2175,64231.566,55818.231,84331.3275,14.5425,5.5965,61.971,retail
Cotton(lint),2019,Rabi       ,Andhra Pradesh,157740.95,58724.82,8.988,55426.8855,61286.0745,69088.4775,18912.3165,78702.519,30683.373,14.07,0.3675,94.962,direct
Cowpea(Lobia),2019,Kharif     ,Andhra Pradesh,66702.12,333301.7625,6.573,44654.8515,60673.3995,96111.2145,54499.7565,49519.8165,91061.6805,14.133,4.998,69.552,wholesale
Cowpea(Lobia),2019,Rabi       ,Andhra Pradesh,168063.47,478305.513,8.0955,57264.9,51222.633,36649.6515,21484.491,64208.0985,93077.229,10.8045,2.8455,105.651,retail
Dry chillies,2019,Kharif     ,Andhra Pradesh,94729.22,370253.709,3.4125,44952.1065,75666.507,89157.054,27406.7115,10051.5345,33578.118,11.004,3.906,56.1435,direct
Dry chillies,2019,Rabi       ,Andhra Pradesh,100537.55,198590.0595,4.6095,51945.6,75707.226,21405.1215,52504.3785,58591.0185,55187.16,14.385,1.974,72.0405,wholesale
Ginger,2019,Kharif     ,Andhra Pradesh,117763.4,94150.077,4.4625,35180.1975,46202.9715,52208.163,36748.5405,103245.975,29787.996,11.2035,0.798,79.947,retail
Gram,2019,Rabi       ,Andhra Pradesh,126379.66,163786.833,5.7015,24722.019,57446.0355,38944.038,62399.7675,83325.4485,66904.1205,8.4315,1.2915,45.192,direct
Groundnut,2019,Kharif     ,Andhra Pradesh,148956.4,224086.548,3.2655,56199.318,81371.0625,73673.859,18903.003,94443.9195,84383.5965,13.062,1.5015,72.5235,wholesale
Groundnut,2019,Rabi       ,Andhra Pradesh,191718.36,349318.9455,8.358,59558.226,60600.5295,49968.2715,72446.325,42658.3395,69705.5205,11.907,1.827,92.8725,retail
Guar seed,2019,Kharif     ,Andhra Pradesh,157997.31,233188.2105,0.336,55617.534,70001.6205,41167.56,62259.603,72397.794,61903.9785,14.6685,1.4805,83.4225,direct
Guar seed,2019,Rabi       ,Andhra Pradesh,16309.92,259599.6585,1.659,28092.0045,67282.3095,35459.319,21668.5035,62569.542,95680.2945,10.8885,15.918,43.8375,wholesale
Horse-gram,2019,Kharif     ,Andhra Pradesh,162258.33,133656.978,7.434,52070.151,56115.1605,31594.647,39354.6825,16038.414,89019.3675,9.5865,0.819,97.4295,retail
Horse-gram,2019,Rabi       ,Andhra Pradesh,65455.41,82271.28,9.5445,49135.5795,54189.156,77618.0685,74656.1025,77920.92,20388.2805,12.6315,1.26,95.2035,direct
Jowar,2019,Kharif     ,Andhra Pradesh,40818.57,283456.4985,6.0375,32452.203,75410.0235,87484.7715,76604.3985,34098.267,139870.563,9.9645,6.9405,40.6665,wholesale
Jowar,2019,Rabi       ,Andhra Pradesh,132258.26,501221.469,2.856,41946.891,82781.391,74540.7915,63037.401,54021.156,81707.3775,12.957,3.7905,47.88,retail
Linseed,2019,Kharif     ,Andhra Pradesh,143856.52,484789.4625,0.1365,32278.344,39820.662,82299.966,38680.4145,30747.801,114295.692,10.5,3.3705,76.5975,direct
Maize,2019,Kharif     ,Andhra Pradesh,29577.8,19448.646,5.4915,47212.0635,56943.2325,18290.1915,66472.812,55923.7035,23220.519,13.23,0.6615,87.0555,wholesale
Maize,2019,Rabi       ,Andhra Pradesh,116746.48,323886.7905,9.933,42548.163,42169.617,43042.3455,85968.141,63905.793,60274.0005,13.881,2.772,95.3505,retail
Mesta,2019,Kharif     ,Andhra Pradesh,14025.07,45060.6975,6.4785,35479.437,84090.9195,35375.1825,19590.585,37806.6675,24132.612,9.66,3.213,44.2995,direct
Moong(Green Gram),2019,Kharif     ,Andhra Pradesh,68016.74,511849.8,2.079,21791.5425,70359.198,87204.5475,42854.5425,38739.0885,82265.4945,9.3345,7.5285,29.2635,wholesale
Moong(Green Gram),2019,Rabi       ,Andhra Pradesh,60029.2,122762.241,5.0505,33610.689,58483.74,45088.092,47546.688,78973.0725,88506.18,11.256,2.0475,60.3435,retail
Niger seed,2019,Rabi       ,Andhra Pradesh,120371.51,377061.699,6.804,22200.0765,78478.3125,47007.7545,37214.772,29545.278,99200.766,10.038,3.129,26.733,direct
Oilseeds total,2019,Kharif     ,Andhra Pradesh,128343.48,92306.151,1.071,47612.754,82049.562,40231.3695,25876.4415,49573.8075,17295.957,12.39,0.714,60.9315,wholesale
Oilseeds total,2019,Rabi       ,Andhra Pradesh,134116.45,26622.6975,5.2185,39771.207,57526.6545,60961.9185,53516.3685,42157.1325,32561.886,13.8075,0.1995,72.597,retail
Onion,2019,Kharif     ,Andhra Pradesh,134877.03,482211.975,3.066,38987.2455,73189.41,60931.1115,18654.762,57809.976,54129.012,11.5185,3.57,50.337,direct
Onion,2019,Rabi       ,Andhra Pradesh,73983.19,92427.174,3.906,39661.818,59403.1305,19448.667,57686.517,52621.7895,38442.537,12.7995,1.2495,70.1085,wholesale
Other  Rabi pulses,2019,Rabi       ,Andhra Pradesh,66508.29,141975.8865,3.759,54988.731,62444.1405,82834.878,26008.941,96524.0535,11156.4705,12.264,2.1315,92.463,retail
Other Kharif pulses,2019,Kharif     ,Andhra Pradesh,20626.62,503614.0095,7.7175,36728.4015,79253.097,97608.3675,14343.7455,51204.6045,146366.7345,11.76,24.4125,43.7955,direct
Potato,2019,Kharif     ,Andhra Pradesh,84313.26,270266.808,4.536,30541.581,69547.464,93282,37086.294,47668.845,105055.3035,14.0805,3.2025,41.496,wholesale
Potato,2019,Rabi       ,Andhra Pradesh,30057.5,512416.821,9.093,33072.5325,34636.602,51391.242,84943.4355,47576.844,15675.7125,10.7205,17.052,90.237,retail
Ragi,2019,Kharif     ,Andhra Pradesh,134592.24,345272.4555,1.4805,35538.195,37952.0505,48516.2055,88356.072,15745.779,70785.33,11.256,2.562,88.494,direct
Ragi,2019,Rabi       ,Andhra Pradesh,23502.71,227763.753,5.313,39732.987,62229.51,30771.8775,16724.6625,47039.5065,55847.883,10.1745,9.6915,67.0425,wholesale
